company_name,sector ,Rating,reviews,Average salary,Number of Interview,Benifited
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Svatantra Microfin,NBFC,3.9,(1.1k),2.3k,49,83
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Svatantra Microfin,NBFC,3.9,(1.1k),2.3k,49,83
Barbeque Nation,Hospitality,3.9,(1.1k),2.8k,51,122
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Svatantra Microfin,NBFC,3.9,(1.1k),2.3k,49,83
Barbeque Nation,Hospitality,3.9,(1.1k),2.8k,51,122
V2 Retail,Retail,3.3,(1.1k),2.7k,93,92
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Svatantra Microfin,NBFC,3.9,(1.1k),2.3k,49,83
Barbeque Nation,Hospitality,3.9,(1.1k),2.8k,51,122
V2 Retail,Retail,3.3,(1.1k),2.7k,93,92
Unicharm,FMCG,3.9,(1.1k),2.9k,67,106
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Svatantra Microfin,NBFC,3.9,(1.1k),2.3k,49,83
Barbeque Nation,Hospitality,3.9,(1.1k),2.8k,51,122
V2 Retail,Retail,3.3,(1.1k),2.7k,93,92
Unicharm,FMCG,3.9,(1.1k),2.9k,67,106
Onward Technologies Inc,IT Services & Consulting,2.8,(1.1k),6.3k,95,45
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Svatantra Microfin,NBFC,3.9,(1.1k),2.3k,49,83
Barbeque Nation,Hospitality,3.9,(1.1k),2.8k,51,122
V2 Retail,Retail,3.3,(1.1k),2.7k,93,92
Unicharm,FMCG,3.9,(1.1k),2.9k,67,106
Onward Technologies Inc,IT Services & Consulting,2.8,(1.1k),6.3k,95,45
Piaggio,Automobile,3.6,(1.1k),3.9k,74,127
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Svatantra Microfin,NBFC,3.9,(1.1k),2.3k,49,83
Barbeque Nation,Hospitality,3.9,(1.1k),2.8k,51,122
V2 Retail,Retail,3.3,(1.1k),2.7k,93,92
Unicharm,FMCG,3.9,(1.1k),2.9k,67,106
Onward Technologies Inc,IT Services & Consulting,2.8,(1.1k),6.3k,95,45
Piaggio,Automobile,3.6,(1.1k),3.9k,74,127
TÜV NORD,"Testing, Inspection and Certification (TIC)",3.7,(1.1k),4.1k,82,71
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Svatantra Microfin,NBFC,3.9,(1.1k),2.3k,49,83
Barbeque Nation,Hospitality,3.9,(1.1k),2.8k,51,122
V2 Retail,Retail,3.3,(1.1k),2.7k,93,92
Unicharm,FMCG,3.9,(1.1k),2.9k,67,106
Onward Technologies Inc,IT Services & Consulting,2.8,(1.1k),6.3k,95,45
Piaggio,Automobile,3.6,(1.1k),3.9k,74,127
TÜV NORD,"Testing, Inspection and Certification (TIC)",3.7,(1.1k),4.1k,82,71
TK Elevator,Industrial Machinery,3.8,(1.1k),4.4k,66,98
Edelweiss Life Insurance,Insurance,3.7,(1.2k),3.7k,60,99
Kinara Capital,NBFC,4.4,(1.2k),2.2k,129,211
Kohler,Building Material,3.6,(1.2k),5.2k,79,76
Navitasys India,Electronics Manufacturing,4.0,(1.2k),2.7k,148,60
Edelweiss,Financial Services,3.6,(1.2k),5.5k,66,137
Jacobs Engineering Group,Engineering & Construction,4.2,(1.1k),5.4k,93,98
Jabil Circuit India,Electronics Manufacturing,4.0,(1.1k),4.4k,73,90
Asirvad Microfinance,NBFC,3.8,(1.1k),2.3k,49,67
Advantmed,Healthcare,4.0,(1.1k),2.8k,172,58
Innodata India Private Limited,IT Services & Consulting,3.7,(1.1k),3.2k,207,61
Air India Sats Airport Services,Aviation,3.6,(1.1k),2.6k,72,78
Svatantra Microfin,NBFC,3.9,(1.1k),2.3k,49,83
Barbeque Nation,Hospitality,3.9,(1.1k),2.8k,51,122
V2 Retail,Retail,3.3,(1.1k),2.7k,93,92
Unicharm,FMCG,3.9,(1.1k),2.9k,67,106
Onward Technologies Inc,IT Services & Consulting,2.8,(1.1k),6.3k,95,45
Piaggio,Automobile,3.6,(1.1k),3.9k,74,127
TÜV NORD,"Testing, Inspection and Certification (TIC)",3.7,(1.1k),4.1k,82,71
TK Elevator,Industrial Machinery,3.8,(1.1k),4.4k,66,98
MG Motor,Automobile,3.9,(1.1k),4.9k,84,82
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Tube Investments of India,Engineering & Construction,3.8,(1.1k),3.8k,70,54
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Tube Investments of India,Engineering & Construction,3.8,(1.1k),3.8k,70,54
Unity Small Finance Bank,Banking,3.6,(1.1k),4.4k,80,21
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Tube Investments of India,Engineering & Construction,3.8,(1.1k),3.8k,70,54
Unity Small Finance Bank,Banking,3.6,(1.1k),4.4k,80,21
Aarvi Encon,Recruitment,4.0,(1.1k),3.1k,88,72
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Tube Investments of India,Engineering & Construction,3.8,(1.1k),3.8k,70,54
Unity Small Finance Bank,Banking,3.6,(1.1k),4.4k,80,21
Aarvi Encon,Recruitment,4.0,(1.1k),3.1k,88,72
Wistron,Electronics Manufacturing,4.0,(1.1k),5.2k,93,131
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Tube Investments of India,Engineering & Construction,3.8,(1.1k),3.8k,70,54
Unity Small Finance Bank,Banking,3.6,(1.1k),4.4k,80,21
Aarvi Encon,Recruitment,4.0,(1.1k),3.1k,88,72
Wistron,Electronics Manufacturing,4.0,(1.1k),5.2k,93,131
Sri Chaitanya Educational Institutions,Education & Training,3.6,(1.1k),3.1k,52,67
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Tube Investments of India,Engineering & Construction,3.8,(1.1k),3.8k,70,54
Unity Small Finance Bank,Banking,3.6,(1.1k),4.4k,80,21
Aarvi Encon,Recruitment,4.0,(1.1k),3.1k,88,72
Wistron,Electronics Manufacturing,4.0,(1.1k),5.2k,93,131
Sri Chaitanya Educational Institutions,Education & Training,3.6,(1.1k),3.1k,52,67
Hinduja Housing Finance,NBFC,3.7,(1.1k),2.9k,49,33
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Tube Investments of India,Engineering & Construction,3.8,(1.1k),3.8k,70,54
Unity Small Finance Bank,Banking,3.6,(1.1k),4.4k,80,21
Aarvi Encon,Recruitment,4.0,(1.1k),3.1k,88,72
Wistron,Electronics Manufacturing,4.0,(1.1k),5.2k,93,131
Sri Chaitanya Educational Institutions,Education & Training,3.6,(1.1k),3.1k,52,67
Hinduja Housing Finance,NBFC,3.7,(1.1k),2.9k,49,33
Vedanta Aluminium Metal,Metals & Mining,3.8,(1.1k),4.6k,72,118
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Tube Investments of India,Engineering & Construction,3.8,(1.1k),3.8k,70,54
Unity Small Finance Bank,Banking,3.6,(1.1k),4.4k,80,21
Aarvi Encon,Recruitment,4.0,(1.1k),3.1k,88,72
Wistron,Electronics Manufacturing,4.0,(1.1k),5.2k,93,131
Sri Chaitanya Educational Institutions,Education & Training,3.6,(1.1k),3.1k,52,67
Hinduja Housing Finance,NBFC,3.7,(1.1k),2.9k,49,33
Vedanta Aluminium Metal,Metals & Mining,3.8,(1.1k),4.6k,72,118
Syngenta,Agriculture,4.1,(1.1k),3.7k,83,99
Hyundai Mobis,Auto Components,3.7,(1.1k),5.3k,80,131
Zydus Wellness,FMCG,4.1,(1.1k),2.9k,110,78
Sundaram Finance,NBFC,3.9,(1.1k),3.1k,51,90
Hikal,Pharma,3.8,(1.1k),4.8k,77,90
MAHLE ANAND Filter Systems,Auto Components,3.9,(1.1k),3.6k,42,117
Godrej Agrovet,Agriculture,4.0,(1.1k),3.6k,64,84
Wonder Home Finance,NBFC,4.6,(1.1k),794,192,10
1Point1 Solutions Ltd,IT Services & Consulting,3.5,(1.1k),3.2k,84,90
ICON Plc,Clinical Research,4.0,(1.1k),4.6k,149,60
Knorr-Bremse,Auto Components,3.2,(1.1k),5.2k,73,119
Kirloskar Brothers,Industrial Machinery,3.7,(1.1k),4.6k,93,100
Tube Investments of India,Engineering & Construction,3.8,(1.1k),3.8k,70,54
Unity Small Finance Bank,Banking,3.6,(1.1k),4.4k,80,21
Aarvi Encon,Recruitment,4.0,(1.1k),3.1k,88,72
Wistron,Electronics Manufacturing,4.0,(1.1k),5.2k,93,131
Sri Chaitanya Educational Institutions,Education & Training,3.6,(1.1k),3.1k,52,67
Hinduja Housing Finance,NBFC,3.7,(1.1k),2.9k,49,33
Vedanta Aluminium Metal,Metals & Mining,3.8,(1.1k),4.6k,72,118
Syngenta,Agriculture,4.1,(1.1k),3.7k,83,99
Tata Capital Housing Finance,NBFC,4.0,(1.1k),3.4k,55,9
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
