,id,title,overview,release_date,popularity,vote_average,vote_count
5367,493551,Operation Finale,"In 1960, a team of Israeli secret agents is deployed to find Adolf Eichmann, the infamous Nazi architect of the Holocaust, supposedly hidden in Argentina, and get him to Israel to be judged.",2018-08-29,2.2044,6.674,1104
5368,284303,Goodnight Mommy,"In the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return.  When she comes home, bandaged after cosmetic surgery, nothing is like before and the children start to doubt whether this woman is actually who she says she is.",2015-01-08,2.0965,6.676,1711
5369,12509,Pollock,"In August of 1949, Life Magazine ran a banner headline that begged the question: ""Jackson Pollock: Is he the greatest living painter in the United States?"" The film is a look back into the life of an extraordinary man, a man who has fittingly been called ""an artist dedicated to concealment, a celebrity who nobody knew."" As he struggled with self-doubt, engaging in a lonely tug-of-war between needing to express himself and wanting to shut the world out, Pollock began a downward spiral.",2000-09-06,1.2521,6.674,353
5370,11302,Bananas,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",1971-04-28,1.3755,6.674,832
5371,9529,Candyman,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",1992-10-16,4.4415,6.7,1823
5372,663712,Terrifier 2,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",2022-10-06,7.6117,6.673,2526
5373,20083,Shinjuku Incident,A simple Chinese immigrant wages a perilous war against one of the most powerful criminal organizations on the planet.,2009-03-22,2.8439,6.7,321
5374,882598,Smile,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",2022-09-23,8.6587,6.672,4113
5375,337167,Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",2018-01-17,22.0969,6.672,8382
5376,13190,Dead Space: Downfall,"On a deep space mining mission to a remote planet, an ancient religious relic - thought to be proof of the existence of God - is unearthed and brought aboard. When the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a living Hell. A prequel to the events of the 2008 video game Dead Space.",2008-10-28,3.144,6.7,445
5377,2621,Return to Me,"It took a lot of cajoling to get Bob, a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress. Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",2000-04-07,1.9703,6.672,475
5378,517116,Haunt,"On Halloween, a group of friends encounter an extreme haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realisation that some nightmares are real.",2019-09-13,2.0678,6.671,1381
5379,81440,"Good Luck Charlie, It's Christmas!","Teddy Duncan's middle-class family embarks on a road trip from their home in Denver to visit Mrs. Duncans Parents, the Blankenhoopers, in Palm Springs. When they find themselves stranded between Denver and Utah, they try to hitch a ride to Las Vegas with a seemingly normal older couple in a station wagon from Roswell, New Mexico. It turns out that the couple believes they are the victims of alien abduction. The Duncan's must resort to purchasing a clunker Yugo to get to Utah, have their luggage stolen in Las Vegas, and survive a zany Christmas with Grandpa and Grandma Blankenhooper.",2011-12-02,2.2769,6.671,429
5380,17332,The Soloist,"A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.",2009-04-24,2.3279,6.671,829
5381,10364,Catch-22,A WWII military pilot makes a valiant effort to be certified insane in order to be excused from flying missions. But there's a catch.,1970-06-24,4.9968,6.671,357
5382,338958,Disenchanted,"Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.",2022-11-18,3.4941,6.67,1190
5383,75780,Jack Reacher,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",2012-12-20,8.2857,6.67,7700
5384,14370,Real Genius,"When teenage geniuses Mitch Taylor and Chris Knight, working on an advanced laser project, learn that the military wants to use it as a weapon, they decide to thwart the plan.",1985-08-07,3.199,6.67,505
5385,11959,UHF,The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.,1989-07-21,1.7212,6.67,415
5386,8827,99 Francs,"Paris, France, 2001. Octave Parango, a young advertiser working at the Ross & Witchcraft advertising agency, lives a suicidal existence, ruled by cynicism, irresponsibility and debauchery. The obstacles he will encounter in developing a campaign for a new yogurt brand will force him to face the meaning of his work and the way he manages his relationship with those who orbit around his egotistic lifestyle.",2007-09-26,0.8813,6.67,810
5387,4780,Obsession,A wealthy New Orleans businessman becomes obsessed with a young woman who resembles his late wife.,1976-08-01,2.8513,6.67,321
5388,1267905,The Roses,"Life seems easy for picture-perfect couple Ivy and Theo: successful careers, a loving marriage, great kids. But beneath the façade of their supposed ideal life, a storm is brewing – as Theo's career nosedives while Ivy's own ambitions take off, a tinderbox of fierce competition and hidden resentment ignites.",2025-08-27,3.8811,6.669,715
5389,1008409,The Bikeriders,"After a chance encounter, headstrong Kathy is drawn to Benny, member of Midwestern motorcycle club the Vandals. As the club transforms into a dangerous underworld of violence, Benny must choose between Kathy and his loyalty to the club.",2024-06-19,5.5216,6.667,1171
5390,916053,Something from Tiffany's,One woman's life is forever changed by an engagement ring meant for someone else.,2022-12-08,2.6113,6.669,317
5391,15613,Fire in the Sky,"After clearing brush for the government, a group of men return to town claiming their friend was abducted. Despite no apparent motive or evidence of foul play, no-one believes their story and his disappearance is treated as murder.",1993-03-12,3.3359,6.665,714
5392,14097,9th Company,"Russian army recruits complete training and take their posting in late 1980s Afghanistan, where the insurgents are slowly gaining the upper hand.",2005-09-19,1.6482,6.669,311
5393,9687,Keeping Mum,A pastor preoccupied with writing the perfect sermon fails to realize that his wife is having an affair and his children are up to no good.,2005-12-02,2.8212,6.669,621
5394,41610,Fracchia The Human Beast,The world's greatest criminal and the world greatest loser share the same face... now they'll share the same life!,1981-12-22,0.8343,6.669,344
5395,11340,Banana Joe,"Island farmer Banana Joe helps the local community by trading his bananas for goods. When gangsters arrive with plans to construct a banana processing plant, Joe kicks them out, but the mob boss discovers that Joe is operating without a license. After the mob tips off the authorities and Joe's boat is impounded, he ventures into a big city for the first time to seek help.",1982-03-24,2.2753,6.669,510
5396,10873,Shadow of the Vampire,"Director F.W. Murnau makes a Faustian pact with a vampire to get him to star in his 1922 film ""Nosferatu.""",2000-08-30,2.4146,6.668,686
5397,1552,Parenthood,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the 'black sheep' of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.",1989-07-31,2.6138,6.668,725
5398,912649,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",2024-10-22,16.6458,6.667,4308
5399,454619,Overboard,"A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee.",2018-04-13,7.913,6.667,1505
5400,401513,Attraction,"After an alien ship crash lands in a Russian city, many who see the inside and the occupants start to question their own existence while others demand the aliens leave Earth.",2017-01-26,2.6659,6.667,919
5401,16411,Initial D,"After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.",2005-05-12,4.2952,6.667,312
5402,9357,One Hour Photo,"Sy Parrish has lovingly developed photographs for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually convinces himself he's part of their family. When Sy's picture-perfect fantasy collides with an ugly dose of reality, a bizarre and thrilling confrontation ensues.",2002-08-21,4.1623,6.667,1933
5403,1230368,Springsteen: Deliver Me from Nowhere,"Bruce Springsteen, a young musician on the cusp of global superstardom, struggles to reconcile the pressures of success with the ghosts of his past.",2025-10-22,2.8416,6.666,313
5404,614560,Mank,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,2020-11-13,3.8804,6.666,1799
5405,474335,Uncle Drew,Uncle Drew recruits a squad of older basketball players to return to the court to compete in a tournament.,2018-06-27,1.9695,6.666,598
5406,450465,Glass,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",2019-01-16,7.613,6.666,9135
5407,56812,The Last Circus,"A trapeze artist must decide between her lust for Sergio, the Happy Clown, or her affection for Javier, the Sad Clown, both of whom are deeply disturbed.",2010-12-17,2.8027,6.666,447
5408,33408,The Crush,A precocious and obsessive teenager develops a crush on a naive writer with harrowing consequences.,1993-04-02,2.9724,6.666,561
5409,10719,Elf,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.",2003-11-07,5.4922,6.666,4592
5410,10010,Brother Bear 2,"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.",2006-07-19,4.0822,6.7,1574
5411,2976,Hairspray,"Pleasantly plump teenager Tracy Turnblad auditions to be on Baltimore's most popular dance show - The Corny Collins Show - and lands a prime spot. Through her newfound fame, she becomes determined to help her friends and end the racial segregation that has been a staple of the show.",2007-07-19,4.6779,6.666,2638
5412,660,Thunderball,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,1965-12-11,5.3545,6.7,2665
5413,628866,The Return,"After the death of his father, a brilliant college student returns to his family home where he learns that the horrors from his childhood aren't as dead and gone as he once thought.",2020-09-05,1.2666,6.665,318
5414,532953,Purl,"Purl, an earnest ball of yarn, gets a job at a fast-paced, male-centered startup company. Things start to unravel as Purl tries to fit in with this tight-knit group, but she must ask herself how far is she willing to go to get the acceptance she yearns for and if, in the end, it is worth it.",2019-01-18,0.482,6.665,324
5415,46138,Made in Dagenham,"A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.",2010-10-01,1.9234,6.665,334
5416,1576,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak.",2002-03-15,5.0654,6.665,7000
5417,1120911,Saturday Night,"At 11:30pm on October 11, 1975, a ferocious troupe of young comedians and writers changed television forever. This is the story of what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live.",2024-09-27,4.4869,6.664,377
5418,1369,Rambo: First Blood Part II,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,1985-05-21,9.0736,6.664,4362
5419,1111873,Abigail,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",2024-04-16,5.6254,6.663,2119
5420,46332,Of Gods and Men,"A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",2010-09-08,1.8357,6.663,417
5421,6522,Life,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,1999-04-16,3.5417,6.663,878
5422,2924,Backdraft,"Two feuding siblings carrying on a heroic family tradition as Chicago firefighters. But when a puzzling series of arson attacks is reported, they are forced to set aside their differences to solve the mystery surrounding these crimes.",1991-05-24,4.9099,6.663,1586
5423,1948,Crank,"Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote.",2006-08-31,5.768,6.662,4251
5424,1228710,The Mandalorian and Grogu,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.",2026-05-20,96.6908,6.664,585
5425,384664,Goodbye Berlin,"Maik, a fourteen-year-old teenager, sets out on a road trip during summertime with Tschick, a new classmate, in a stolen car. The two share life changing experiences during the eventful journey.",2016-09-15,1.1271,6.662,348
5426,6072,One Eight Seven,"When a Brooklyn high school student writes the police code for homicide, 187, inside a textbook owned by teacher Trevor Garfield, Garfield feels threatened. The principal dismisses the incident, but the same student stabs Trevor soon after. Fifteen months later, a physically and emotionally scarred Trevor relocates to California and takes up substitute teaching. To his dismay, his new school is as full of dangerously undisciplined students as his old one—including four Latin Americans and a European American claiming membership in tagging gang K.O.S. (Kappin' Off Suckers)—driving him over the edge.",1997-07-29,2.9888,6.664,639
5427,778106,Along for the Ride,"The summer before college, Auden meets the mysterious Eli, a fellow insomniac. While the seaside town of Colby sleeps, the two embark on nightly quests to help Auden experience the fun, carefree teen life she never knew she wanted.",2022-05-06,3.6304,6.661,406
5428,614933,Atlas,A brilliant counterterrorism analyst with a deep distrust of AI discovers it might be her only hope when a mission to capture a renegade robot goes awry.,2024-05-23,5.4475,6.661,1587
5429,575299,Fidelity,"A successful obstetrician living a seemingly stable married life begins to question her relationship when emotional and physical intimacy fades. Suspecting her husband of betrayal, she seeks connection elsewhere, stepping into a hidden world that offers desire, control, and escape. As she navigates this parallel existence, the boundaries between loyalty, loneliness, and self-discovery slowly begin to blur.",2019-10-31,3.8911,6.7,330
5430,440021,Happy Death Day,"Caught in a bizarre and terrifying time warp, college student Tree finds herself repeatedly reliving the day of her murder, ultimately realizing that she must identify the killer and the reason for her death before her chances of survival run out.",2017-10-12,4.2509,6.661,6608
5431,201085,Crimson Peak,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",2015-10-13,4.3631,6.661,5279
5432,166426,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",2017-05-23,12.3751,6.661,12891
5433,22794,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",2009-09-17,10.1985,6.661,6504
5434,1098110,Blood & Gold,"At the end of World War II, a German soldier is looking for his daughter while an SS troop is looking for a Jewish treasure.",2023-04-21,1.7888,6.66,419
5435,823482,Dream Scenario,"Hapless family man Paul Matthews finds his life turned upside down when millions of strangers suddenly start seeing him in their dreams. But when his nighttime appearances take a nightmarish turn, Paul is forced to navigate his newfound stardom.",2023-11-10,3.6931,6.66,1355
5436,574376,Eye for an Eye,"Mario, an exemplary man, lives in a village on the Galician coast. In the old people’s home, where he works as a nurse, everyone appreciates him. When the best known narco in the area, Antonio Padín, recently released from prison, enters the residence, Mario tries to make Antonio feel at home.  Now, Padín's two sons, Kike and Toño, are in charge of the family business. The failure of an operation will put Kike in jail and cause them to owe a large debt to a Colombian supplier. Toño will turn to the nurse to try to convince his father to assume the debt. But Mario has his own plans.",2019-08-30,0.8561,6.66,335
5437,19255,Away We Go,"Verona and Burt have moved to Colorado to be close to Burt's parents but, with Verona expecting their first child, Burt's parents inexplicably decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.",2009-06-05,1.8372,6.66,636
5438,9442,Dead Men Don't Wear Plaid,"Juliet Forrest is convinced that the reported death of her father in a mountain car crash was no accident. Her father was a prominent cheese scientist working on a secret recipe. To prove it was murder, she enlists the services of private eye Rigby Reardon. He finds a slip of paper containing a list of people who are 'The Friends and Enemies of Carlotta'.",1982-05-21,1.862,6.66,450
5439,8467,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",1994-12-16,8.9913,6.66,6779
5440,5001,Before Night Falls,"Spanning several decades, this powerful biopic offers a glimpse into the life of famed Cuban poet and novelist Reinaldo Arenas, an artist who was vilified for his homosexuality in Fidel Castro's Cuba.",2000-09-03,1.7179,6.7,307
5441,2110,Wasabi,"Hubert is a French policeman with very sharp methods. After being forced to take 2 months off by his boss, who doesn't share his view on working methods, he goes back to Japan, where he used to work 19 years ago, to settle the probate of his girlfriend who left him shortly after marriage without a trace.",2001-10-31,5.5011,6.661,1438
5442,1266,Street Kings,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",2008-04-10,4.6457,6.662,1745
5443,262391,Serial (Bad) Weddings,A catholic French couple sees their life upside down when their four daughters get married to men of different religion and origins.,2014-04-16,2.424,6.66,3527
5444,52744,Falling in Love,"During shopping for Christmas, Frank and Molly run into each other. This fleeting short moment will start to change their lives, when they recognize each other months later in the train home and have a good time together. Although both are married and Frank has two little kids, they meet more and more often, their friendship becoming the most precious thing in their lives.",1984-11-21,1.9923,6.659,399
5445,6639,Love in the Time of Cholera,"In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader.",2007-10-04,2.6037,6.659,414
5446,1043197,Dust Bunny,"Ten-year-old Aurora asks her hitman neighbor to kill the monster under her bed that she claims ate her family. To protect her, he must battle an onslaught of assassins while accepting that some monsters are real.",2025-12-11,11.7299,6.662,346
5447,862965,Emily the Criminal,"Desperate for income, Emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named Youcef. Seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.",2022-08-12,3.1525,6.658,1026
5448,424277,Annette,"In present-day Los Angeles, controversial stand-up comedian Henry McHenry and internationally renowned opera singer Ann Defrasnoux form the façade of a happy couple in the spotlight. Ann gives birth to a baby girl named Annette, who possesses an exceptional gift that will change all of their lives forever.",2021-07-07,2.0109,6.658,750
5449,406994,Better Watch Out,"On a quiet suburban street tucked within a 'safe neighborhood', a babysitter must defend a twelve-year-old boy from strangers breaking into the house, only to discover that this is far from a normal home invasion.",2017-10-06,3.5056,6.658,1667
5450,232679,When the Game Stands Tall,A young coach turns a losing high school football program around to go undefeated for 12 consecutive seasons.,2014-08-22,1.4485,6.658,383
5451,52274,Julia's Eyes,"Julia, a woman suffering from a degenerative sight disease, finds her blind sister Sara hung in a basement. Despite all signs pointing to suicide, Julia decides to investigate what she intuitively feels is a murder case.",2010-08-16,2.1214,6.662,863
5452,4437,2010,"While planet Earth poises on the brink of nuclear self-destruction, a team of Russian and American scientists aboard the Leonov hurtles to a rendezvous with the still-orbiting Discovery spacecraft and its sole known survivor, the homicidal computer HAL.",1984-12-06,4.0354,6.657,1079
5453,2897,Around the World in 80 Days,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.",1956-10-17,4.2215,6.658,584
5454,66,Absolute Power,"A master thief coincidentally is robbing a house where a murder—in which the President of the United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.",1997-02-14,4.4134,6.7,1259
5455,39145,Dragon Ball: Sleeping Princess in Devil's Castle,"Goku and Kuririn are given an assignment by Kame-Sen'nin: ""Retrieve the sleeping princess from Lucifer and I will take you as my students."" But the mission proves to be more perilous than originally thought.",1987-07-18,2.3999,6.7,325
5456,9283,Beautiful Girls,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",1996-02-09,3.8336,6.657,404
5457,280217,The Lego Movie 2: The Second Part,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",2019-02-06,4.0425,6.655,2453
5458,31608,Three Fugitives,"On his first day after being released from jail for 14 armed bank robberies, Lucas finds himself caught up in someone else's robbery. Perry has decided to hold up the local bank to raise money so that he can keep his daughter, Meg, and get her the treatment she needs. Dugan, a detective, assumes Lucas helped plan the robbery, and hence Lucas, Perry and Meg become three fugitives.",1989-01-27,2.1172,6.656,328
5459,13820,Repo Man,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",1984-03-02,2.5792,6.656,678
5460,8961,Bad Boys II,"Detectives Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force are tasked with stopping the flow of the drug Ecstasy into Miami. They track the drugs to the whacked-out Cuban drug lord Johnny Tapia, who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two detectives when Marcus discovers that playboy Mike is secretly romancing Marcus’ sister, Syd.",2003-07-18,7.2892,6.657,5998
5461,542,The Crime of Padre Amaro,"Sent to Mexico to help take care of aging Father Benito, young Father Amaro faces a moral challenge when he meets a 16-year-old girl who he starts an affair with. Likewise, the girl's mother had been having an affair with Father Benito. Father Amaro must choose between a holy or sinful life.",2002-10-01,1.241,6.656,311
5462,22970,The Cabin in the Woods,"Five friends set out for a weekend at a remote cabin in the woods, expecting nothing more than fun and relaxation. As night falls, they discover that something far more unsettling is at work and that nothing about their getaway is what it seems.",2012-04-12,7.5016,6.654,8645
5463,13291,Traitor,"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer Samir Horn.",2008-08-23,2.987,6.657,722
5464,11307,The World According to Garp,"A struggling young writer finds his life and work dominated by his unfaithful wife and his radical feminist mother, whose best-selling manifesto turns her into a cultural icon.",1982-07-23,1.6237,6.655,387
5465,9313,The Man in the Iron Mask,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",1998-03-12,5.1856,6.656,4160
5466,1826,Russian Dolls,"Five years after their summer together in Barcelona, Xavier, William, Wendy, Martine and Isabelle reunite.",2005-06-15,2.7442,6.655,733
5467,862968,Pain Hustlers,"After losing her job, a single mom falls into a lucrative but ultimately dangerous scheme selling prescription drugs.",2023-10-20,2.0549,6.655,796
5468,390062,Jungle,"In 1981, an enthusiastic young adventurer follows his dreams into the Bolivian Amazon jungle with two friends and a guide with a mysterious past. Their journey quickly turns into a terrifying ordeal as the darkest elements of human nature and the deadliest threats of the wilderness lead to an all-out fight for survival.",2017-06-27,3.9675,6.654,2150
5469,65291,Green Lantern: Emerald Knights,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.",2011-06-07,2.0689,6.7,550
5470,11372,The Eagle Has Landed,"When the Nazi high command learns in late 1943 that Winston Churchill will be spending time at a country estate in Norfolk, it hatches an audacious scheme to kidnap the prime minister and spirit him to Germany for enforced negotiations with Hitler.",1976-12-24,3.2935,6.654,387
5471,8270,The Lookout,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist.",2007-03-09,2.3827,6.651,720
5472,2059,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",2004-11-19,8.1985,6.654,6927
5473,839321,Return,"Polish animator Anna Błaszczyk’s humorous short—a collage of drawing, cut-out, and computer animation—was inspired by Stanisław Lem’s 1961 novel Return from the Stars, a time-paradox tale of an astronaut who returns to Earth after many years away.",2008-01-01,0.939,6.7,582
5474,72432,Puncture,A lawyer who is a drug addict fights a medical-supplies corporation in court while battling his personal demons.,2011-09-23,3.0874,6.653,434
5475,474331,Keep an Eye Out,"Louis just found the corpse of a man in front of his apartment building. Taken in for custody by Captain Buron, he finds himself on the wrong end of a surreal interrogation. But how can you prove you are innocent when the cops are crazy?",2018-07-04,0.906,6.652,640
5476,244772,The Skeleton Twins,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",2014-06-05,1.9869,6.652,697
5477,209361,One Chance,"This film follows the remarkable and inspirational true story of Paul Potts, a shy, bullied shop assistant by day and an amateur opera singer by night.",2013-09-09,3.1991,6.652,320
5478,87492,Foxcatcher,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,2014-11-14,2.9174,6.651,2495
5479,49521,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",2013-06-12,14.1612,6.652,16325
5480,1102493,Small Things Like These,"In 1985, while working as a coal merchant to support his family, Bill Furlong discovers disturbing secrets kept by the local convent and uncovers truths of his own; forcing him to confront his past and the complicit silence of a small Irish town controlled by the Catholic Church.",2024-11-01,2.6715,6.651,557
5481,629176,Samaritan,"Thirteen year old Sam Cleary suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 25 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",2022-08-25,6.8649,6.7,2218
5482,330764,The Brand New Testament,"God lives in Brussels. On Earth though, God is a coward, morally pathetic and odious to his family. His daughter, Ea, is bored at home and can't stand being locked up in a small apartment in ordinary Brussels, until the day she decides to revolt against her dad...",2015-09-02,1.2579,6.651,1766
5483,315664,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",2016-05-06,1.4675,6.651,1539
